Time,Close,High,Low,Open,Volume
09:30,209.25,210.0,209.25,209.91,204569
09:31,209.3146,209.35,209.0,209.25,15373
09:32,209.225,209.46,208.94,209.11,15574
09:33,209.23,209.46,208.86,209.225,17238
09:34,209.26,209.43,209.175,209.3,10003
09:35,209.12,209.33,208.9,209.33,37137
09:36,209.4,209.54,208.9401,208.9401,50642
09:37,209.48,209.58,209.36,209.425,40612
09:38,209.59,209.66,209.42,209.48,21433
09:39,209.51,209.66,209.44,209.595,21571
09:40,209.7,209.79,209.48,209.4966,19144
09:41,209.42,209.655,209.42,209.65,18495
09:42,209.61,209.61,209.26,209.38,64289
09:43,209.52,209.6125,209.42,209.595,83317
09:44,209.62,209.68,209.48,209.48,11440
09:45,209.415,209.58,209.27,209.575,112085
09:46,209.5744,209.5744,209.33,209.39,34557
09:47,209.83,209.92,209.61,209.63,25631
09:48,209.95,209.95,209.72,209.78,12057
09:49,209.89,209.93,209.75,209.9,17757
09:50,210.25,210.3,209.745,209.93,193572
09:51,210.54,210.59,210.28,210.28,15907
09:52,210.76,210.82,210.5899,210.5899,24662
09:53,210.875,210.93,210.5801,210.76,18612
09:54,210.915,211.13,210.89,210.93,37111
09:55,210.8,210.91,210.62,210.91,12590
09:56,210.715,210.89,210.68,210.758,12808
09:57,210.63,210.77,210.605,210.66,8267
09:58,210.535,210.73,210.5,210.73,6969
09:59,210.7,210.71,210.445,210.49,20255
10:00,210.94,211.0,210.77,210.77,27206
10:01,211.25,211.29,210.89,210.94,28590
10:02,211.13,211.2799,210.98,211.24,16561
10:03,211.05,211.195,211.05,211.1101,6767
10:04,211.01,211.13,210.85,210.9715,53485
10:05,211.09,211.09,210.9225,210.955,21545
10:06,211.36,211.36,211.0,211.08,17189
10:07,211.14,211.455,211.0502,211.36,39251
10:08,211.27,211.29,211.075,211.09,13645
10:09,211.42,211.42,211.21,211.26,16858
10:10,211.42,211.5954,211.41,211.45,24392
10:11,211.35,211.59,211.35,211.35,15560
10:12,211.67,211.67,211.35,211.4388,18000
10:13,211.905,211.95,211.56,211.635,50875
10:14,212.1,212.13,211.87,211.93,77312
10:15,211.79,212.12,211.79,212.1,23294
10:16,212.105,212.14,211.88,211.89,37395
10:17,212.095,212.18,212.03,212.16,14635
10:18,212.26,212.29,212.01,212.1199,19976
10:19,212.24,212.29,212.19,212.25,29783
10:20,212.23,212.33,212.11,212.255,28228
