Time,Close,High,Low,Open,Volume
09:30,104.230003,104.36,103.559997,103.779998,619137.0
09:35,104.43,104.54,104.18,104.230003,178177.0
09:40,104.044998,104.635002,104.010002,104.429603,193225.0
09:45,104.264999,104.269996,103.769996,104.025703,176491.0
09:50,104.150001,104.29,104.069999,104.269996,140507.0
09:55,104.125,104.154998,104.019996,104.139999,98731.0
10:00,104.169998,104.305,104.11,104.123802,137791.0
10:05,104.11,104.190002,103.949996,104.169998,138323.0
10:10,103.919998,104.129997,103.809997,104.114997,135552.0
10:15,103.940002,104.023597,103.879997,103.915,110392.0
10:20,103.989997,104.004997,103.75,103.93,161943.0
10:25,104.074996,104.150001,103.953002,103.992996,104196.0
10:30,104.080001,104.165,104.019996,104.089996,134214.0
10:35,104.069999,104.199996,104.019996,104.080001,118538.0
10:40,104.220001,104.245002,104.074996,104.080001,125050.0
10:45,104.294998,104.330001,104.150001,104.205001,127320.0
10:50,104.220001,104.315002,104.169998,104.294998,103161.0
10:55,104.139999,104.269996,104.04,104.224998,188063.0
11:00,104.279998,104.315101,104.11,104.144996,104671.0
11:05,104.275001,104.370002,104.220001,104.275001,90887.0
11:10,104.305,104.309997,104.194999,104.269996,87284.0
11:15,104.480003,104.5,104.245002,104.305,97341.0
11:20,104.339996,104.519897,104.305,104.489997,110972.0
11:25,104.470001,104.525001,104.324996,104.340301,74245.0
11:30,104.368598,104.549102,104.3535,104.480003,105700.0
11:35,104.379997,104.410003,104.324996,104.370002,63700.0
11:40,104.495002,104.495002,104.364997,104.378898,115879.0
11:45,104.330001,104.489997,104.324996,104.489997,65710.0
11:50,104.286499,104.332397,104.239997,104.323501,83489.0
11:55,104.309997,104.36,104.25,104.285003,94247.0
12:00,104.269996,104.389999,104.260002,104.3218,83079.0
12:05,103.985,104.279998,103.985,104.279998,218247.0
12:10,103.305,104.04,102.120002,103.985,2507914.0
12:15,103.580001,103.68,103.269996,103.300003,351623.0
12:20,103.665,103.690002,103.5,103.584999,159724.0
12:25,103.510002,103.665,103.489997,103.665,102509.0
12:30,103.589996,103.665,103.510002,103.510002,97588.0
12:35,103.669998,103.690002,103.559997,103.580001,79777.0
12:40,103.730102,103.75,103.560096,103.690002,110709.0
12:45,103.839996,103.839996,103.7201,103.735,110963.0
12:50,103.875,103.885002,103.775001,103.830001,65956.0
12:55,104.059898,104.059898,103.86,103.875,69085.0
13:00,103.955001,104.11,103.953498,104.055,72749.0
13:05,103.938102,104.089996,103.919998,103.959999,97668.0
13:10,104.010002,104.055,103.900001,103.93,80890.0
13:15,103.974899,104.044998,103.959999,104.014999,64005.0
13:20,103.819999,104.010002,103.819999,103.980003,52445.0
13:25,103.870002,103.93,103.800003,103.815002,73570.0
13:30,103.779998,103.915,103.775001,103.870002,79334.0
13:35,103.764999,103.779998,103.6865,103.775001,66044.0
13:40,103.830001,103.875,103.730003,103.760002,83605.0
13:45,103.730003,103.845001,103.665,103.827598,67156.0
13:50,103.61,103.730003,103.580001,103.724998,82304.0
13:55,103.779998,103.779998,103.580001,103.614997,66298.0
14:00,103.739997,103.805,103.720001,103.769996,61730.0
14:05,103.800003,103.849998,103.739997,103.739997,87284.0
14:10,103.735,103.794998,103.684997,103.79,68489.0
14:15,103.870002,103.879997,103.75,103.75,77207.0
14:20,103.849998,103.889999,103.819999,103.86,53188.0
14:25,103.847,103.889999,103.769996,103.849998,66348.0
14:30,103.900001,103.919998,103.845001,103.849998,61780.0
14:35,103.980003,104.0,103.849899,103.900001,91213.0
14:40,103.830001,104.010002,103.824996,103.980003,87738.0
14:45,103.839996,103.959999,103.830001,103.834999,76340.0
14:50,103.809997,103.870002,103.785003,103.849998,78369.0
14:55,103.800003,103.879997,103.79,103.800003,80351.0
15:00,103.800003,103.879997,103.760002,103.809997,96357.0
15:05,103.724998,103.830001,103.720001,103.800003,77667.0
15:10,103.778198,103.79,103.705001,103.725997,98273.0
15:15,103.760002,103.79,103.694999,103.776397,95039.0
15:20,103.834999,103.839996,103.720001,103.760002,91504.0
15:25,103.779998,103.86,103.779998,103.834999,116632.0
15:30,103.61,103.770103,103.599998,103.770103,147600.0
15:35,103.519996,103.614997,103.5,103.61,163000.0
15:40,103.519996,103.569999,103.444999,103.519996,189768.0
15:45,103.54,103.61,103.495002,103.525001,198349.0
15:50,103.870002,103.875,103.550003,103.550003,397672.0
15:55,103.61,103.870002,103.595001,103.870002,994671.0
16:00,103.599998,103.599998,103.599998,103.599998,
